label,dark_pixel_count,avg_x,avg_y,bbox_width,bbox_height,intersection_count,loop_count,corner_count,symmetry_metric,writing_angle,writing_magnitude,q1_angle,q2_angle,q3_angle,q4_angle,q1_magnitude,q2_magnitude,q3_magnitude,q4_magnitude
5,85,14.352941176470589,14.576470588235294,17,20,22,0,9,87.5,87.0,2129055770.2303205,45.0,81.0,-71.0,45.0,115612970.73684153,847964590.4095943,189276180.9229128,513776780.01020306
1,56,14.053571428571429,14.017857142857142,4,20,20,0,2,94.38775510204081,3.0,3359295762.1893125,5.0,5.0,175.0,175.0,234391555.5307334,154423435.06458285,141017034.26468086,166950040.14684856
7,91,14.582417582417582,14.065934065934066,19,16,19,0,8,88.01020408163265,-95.0,3270244227.6297083,-71.0,81.0,-135.0,45.0,464502800.4661367,367581447.16524726,98677181.56988645,246748963.69793355
1,42,13.738095238095237,14.285714285714286,7,20,20,0,7,92.85714285714286,19.0,5501378988.711925,-45.0,45.0,135.0,135.0,24759764.749998726,232164970.5460688,147873410.03065184,68261529.96706048
8,117,13.948717948717949,13.52991452991453,17,20,31,2,14,78.31632653061224,29.0,4620422408.924304,-135.0,45.0,-161.0,135.0,279402205.9566628,1025550423.7454847,692873001.2259674,129933415.2581527
2,69,13.594202898550725,14.26086956521739,13,20,30,1,9,91.58163265306123,135.0,1984366126.5119407,-135.0,9.0,-135.0,135.0,243691179.50361246,398481390.79069024,428075864.08860207,562929000.292117
0,91,14.274725274725276,13.76923076923077,12,20,36,1,14,85.45918367346938,19.0,5575172672.540525,31.0,135.0,135.0,-161.0,227589621.00679088,597097538.5824201,589739733.4245584,655221851.9492317
7,53,14.226415094339623,13.88679245283019,14,20,20,0,8,89.03061224489795,29.0,3917193852.985746,-71.0,-45.0,-135.0,-161.0,351636167.5232783,333268899.5335713,367754613.53290355,248906281.23826754
1,40,14.225,13.75,3,20,20,0,6,92.3469387755102,5.0,5412988264.207396,-179.0,5.0,5.0,175.0,0.0,192326695.29765815,74908800.0,141017034.26468086
7,141,14.5177304964539,14.21985815602837,20,19,20,0,6,75.76530612244898,109.0,2684445233.255828,-45.0,85.0,-135.0,-135.0,1004467333.4229178,152787853.49738765,110474860.75312674,329398429.67090505
2,86,14.081395348837209,13.790697674418604,12,20,29,1,12,86.73469387755102,135.0,2807883374.5480447,-135.0,9.0,-45.0,135.0,138281168.92770848,471011340.7391407,575272093.3573773,592030867.9784541
0,149,13.912751677852349,14.053691275167786,17,20,43,2,17,85.96938775510205,-135.0,4344190200.000001,31.0,45.0,135.0,45.0,475490750.4781728,524265768.58538246,1234159525.6375046,1426439773.407828
3,73,14.150684931506849,14.205479452054794,11,20,20,0,9,88.5204081632653,-135.0,4267720800.000001,-45.0,45.0,-45.0,45.0,209735477.0481567,227659066.01924568,348774304.96417767,349613145.65039957
5,42,14.238095238095237,14.095238095238095,14,19,26,0,4,90.81632653061224,-109.0,1671623273.9872997,19.0,-45.0,-45.0,45.0,261806311.83819076,205757554.80080074,213887847.83977652,454852232.31486
4,68,14.117647058823529,13.985294117647058,10,20,28,0,9,91.83673469387756,19.0,3605249418.0539575,19.0,19.0,135.0,169.0,276117640.774871,536442954.56350195,347986912.7388662,136412891.99724218
6,51,14.254901960784315,14.490196078431373,12,19,27,0,9,90.56122448979592,25.0,2097697873.897356,23.0,45.0,135.0,45.0,226546072.64186954,134262081.9031983,429032798.77907217,456108859.3120944
5,69,13.956521739130435,14.81159420289855,15,20,22,0,10,88.5204081632653,35.0,3490774945.5927954,-135.0,79.0,-45.0,45.0,367088997.6132462,478127516.2046379,777012482.0427456,559028137.3175184
6,31,14.161290322580646,14.064516129032258,10,20,25,0,2,93.62244897959184,-135.0,1369166400.0000002,45.0,45.0,-169.0,45.0,43981237.209070966,407810386.9607289,161407124.14514416,298198848.8306794
6,93,13.53763440860215,14.408602150537634,11,20,33,1,12,86.98979591836735,-135.0,5061546000.000001,45.0,45.0,-45.0,45.0,199627635.0521311,400756881.1498209,311430747.42607516,1033193534.8738079
4,69,13.681159420289855,14.231884057971014,17,20,29,0,10,88.01020408163265,21.0,5368474885.784708,31.0,23.0,-45.0,-169.0,680186815.8780143,446924949.05319816,205733912.4017544,270563382.60157317
7,58,14.068965517241379,14.53448275862069,11,20,20,0,8,88.26530612244898,29.0,2671089793.3143973,-45.0,101.0,-45.0,-161.0,783221855.6733412,308329117.02321553,73230911.26598905,404320305.4508334
8,66,14.06060606060606,14.621212121212121,12,20,34,0,9,89.28571428571429,-135.0,2152067400.0,-135.0,-45.0,135.0,45.0,508561388.0834788,162453825.07524878,232289136.1965262,461878927.351135
8,92,13.652173913043478,14.673913043478262,12,20,31,1,12,88.77551020408163,-135.0,6576368400.000001,-135.0,45.0,135.0,45.0,655286792.111725,976129182.355632,545128242.4249924,450919250.2475953
6,63,14.333333333333334,13.857142857142858,11,20,28,1,9,90.05102040816327,45.0,4187610000.0000005,-135.0,45.0,135.0,45.0,340312701.51036537,608077554.8968608,409505689.9089095,889795557.4946306
0,95,13.68421052631579,13.694736842105263,14,20,37,1,12,83.92857142857143,-135.0,4373321400.000001,-135.0,135.0,161.0,45.0,937494610.0329458,441888532.4023317,505569379.6964319,1331153454.2651696
8,27,14.074074074074074,13.925925925925926,8,20,24,0,1,95.1530612244898,135.0,1307376792.3930886,-31.0,135.0,-45.0,135.0,68198954.03241628,92859714.26601514,61511409.72713958,159847196.5060982
1,48,13.770833333333334,13.958333333333334,6,20,20,0,5,91.83673469387756,-175.0,2777410898.1895304,-45.0,45.0,135.0,45.0,24759764.749998726,154001273.67656237,146391046.83820325,62916861.98899644
5,90,14.044444444444444,14.21111111111111,14,19,27,0,12,88.26530612244898,-109.0,3268353946.8672857,-135.0,79.0,135.0,45.0,593601877.8739731,416663707.87314534,387790488.7903143,977195895.9970384
2,111,13.99099099099099,13.711711711711711,14,20,31,1,12,81.88775510204081,45.0,3182583600.0,-135.0,11.0,-135.0,135.0,436507621.5375273,753068917.8514173,587420819.4782355,420716610.9767261
5,48,14.145833333333334,13.395833333333334,20,16,17,0,7,89.79591836734694,-95.0,3762615594.130143,45.0,79.0,-101.0,79.0,92705664.10286471,766585659.9793452,344216445.0395083,208305337.50314695
3,67,13.477611940298507,14.194029850746269,14,20,22,0,10,88.5204081632653,45.0,4974152400.000001,-71.0,-45.0,-109.0,45.0,176128895.7557477,340300761.4846205,705409772.6808777,699815719.3968292
6,126,14.26984126984127,13.404761904761905,14,20,24,1,4,80.10204081632652,-19.0,1582904111.31055,-135.0,45.0,45.0,45.0,320149738.20427406,122167752.2876812,68178465.50312245,225146362.30379593
4,82,13.841463414634147,14.21951219512195,12,20,27,0,9,90.81632653061224,19.0,3441678257.814184,11.0,19.0,135.0,45.0,439205500.7969389,363572455.83986217,208178446.1292209,112680802.03666043
7,53,14.09433962264151,14.39622641509434,12,20,21,0,7,92.09183673469387,19.0,3619092172.5776806,-79.0,11.0,-79.0,45.0,228052114.66394806,433767549.24470353,180749352.89423436,400151836.59884036
5,73,13.917808219178083,14.438356164383562,18,20,24,0,11,86.4795918367347,-135.0,6015592800.000001,-135.0,-45.0,45.0,45.0,618620310.9595311,578292526.7575276,494646660.92786235,579688925.6410377
8,85,14.505882352941176,14.305882352941177,14,20,34,1,13,85.96938775510205,-135.0,5181712200.000001,45.0,71.0,135.0,45.0,700371408.8081955,567086793.2188456,796494828.9862235,662364428.0289624
6,104,14.365384615384615,13.759615384615385,14,20,27,2,9,86.73469387755102,29.0,3470410237.3290005,-135.0,45.0,135.0,135.0,661081502.5237592,704429279.2830136,319964531.1101262,134455331.70471752
9,53,14.20754716981132,13.566037735849056,10,19,24,1,8,91.58163265306123,11.0,2690889481.2730913,-135.0,45.0,-71.0,45.0,352845665.09949315,253620272.8708667,42077682.90680066,390997643.84667426
7,69,14.043478260869565,14.304347826086957,14,20,20,0,8,86.98979591836735,45.0,7402966200.000002,-45.0,101.0,-135.0,45.0,834315198.1152833,256928015.13390225,442830790.39711547,688109022.247102
1,69,14.507246376811594,13.623188405797102,9,20,20,0,3,87.5,19.0,2272140250.10866,-179.0,23.0,45.0,45.0,0.0,222737852.89170936,137289636.90878233,82335105.46631661
8,98,13.693877551020408,14.275510204081632,17,20,34,1,13,84.18367346938776,53.0,8555314705.748731,45.0,45.0,-79.0,45.0,928817099.9999999,1266133397.6392686,531848053.87933654,549148457.2490357
6,72,13.652777777777779,14.055555555555555,14,20,30,1,11,86.73469387755102,29.0,3538335330.1704373,-135.0,45.0,135.0,71.0,797727926.8467438,85033587.38856164,701018750.9459519,502397419.774775
9,82,14.048780487804878,13.621951219512194,14,20,27,0,11,88.26530612244898,-161.0,4239160127.254879,-135.0,-45.0,-135.0,-169.0,744808234.6098032,421304553.37611425,154990235.47653556,521856688.3553475
2,75,14.053333333333333,13.76,20,14,17,0,8,88.01020408163265,135.0,2439817772.050508,-71.0,135.0,-45.0,-45.0,809786603.7979441,269262406.7952489,98395121.6907031,1010165895.027946
0,101,14.297029702970297,14.435643564356436,15,20,37,1,11,78.8265306122449,45.0,7333779600.000002,45.0,11.0,161.0,45.0,436577850.00000006,578900991.355217,528262323.3997162,1357428529.2481236
7,61,13.967213114754099,13.40983606557377,11,19,19,0,8,89.03061224489795,-175.0,3443744755.785756,-79.0,45.0,-45.0,175.0,492787878.20771086,416574124.3279786,35706397.64935183,163416918.61651534
1,39,13.717948717948717,13.435897435897436,6,20,20,0,6,92.60204081632652,19.0,5605455353.25204,-45.0,45.0,45.0,135.0,6830895.116371616,206915696.23526672,140953863.34680593,55143589.56600098
1,36,14.416666666666666,14.277777777777779,3,20,20,0,7,91.3265306122449,3.0,6044947420.895457,-179.0,19.0,-45.0,45.0,0.0,105731838.66211095,13284076.958592612,229592654.5637588
2,85,14.505882352941176,13.658823529411764,10,20,29,1,10,84.43877551020408,-135.0,2934968400.0,-135.0,135.0,-135.0,135.0,576604559.6513004,478749229.37219745,505219056.702584,300592371.21044314
4,77,13.285714285714286,14.233766233766234,20,16,28,0,11,86.98979591836735,-161.0,3419854145.0440354,-135.0,23.0,-45.0,45.0,799656910.1318371,289523172.3838004,309402559.462173,478320792.03084856
3,72,14.430555555555555,14.680555555555555,12,20,21,0,8,87.24489795918367,29.0,2284923223.088541,-71.0,135.0,-71.0,-161.0,188769010.6155784,279286490.91418713,132298555.10015199,507792478.5315734
5,33,14.030303030303031,13.93939393939394,8,20,20,0,4,94.13265306122449,-45.0,1184982712.6476016,-135.0,59.0,-45.0,45.0,198422132.48815447,190594827.5504425,150288382.63308123,203239799.6733267
4,67,14.104477611940299,13.477611940298507,11,20,25,0,10,92.09183673469387,-161.0,4270110086.7758102,11.0,19.0,-135.0,45.0,372211926.52261615,404244305.85756683,302737677.26893044,94418782.521712
5,34,13.705882352941176,13.794117647058824,10,20,23,0,5,92.85714285714286,65.0,1509299185.7101984,-9.0,45.0,-109.0,45.0,134091541.57528113,145264284.61260536,158516562.18802187,375706930.19145906
7,64,14.59375,13.609375,12,20,20,0,7,88.26530612244898,45.0,2377834200.000001,-45.0,135.0,-135.0,-161.0,572525122.0194445,136082751.74948874,368035617.78405756,391434140.5079517
8,50,13.66,13.9,12,19,30,0,4,91.83673469387756,55.0,2141532021.9243279,-135.0,45.0,135.0,135.0,367960377.53742945,165019307.9340096,296657523.6020731,208997078.26562697
8,78,13.705128205128204,14.192307692307692,11,20,32,1,10,88.26530612244898,45.0,5516721000.000002,-45.0,45.0,-45.0,45.0,320850574.16446215,560334486.0610627,551182767.5462546,675031534.3692284
2,116,13.931034482758621,14.543103448275861,18,20,33,1,13,82.6530612244898,-45.0,3466899951.874755,-135.0,9.0,-45.0,-45.0,33106191.136427082,370713545.16642565,740142150.7605159,580401569.5736094
0,85,14.552941176470588,13.658823529411764,12,20,34,1,11,84.43877551020408,29.0,5195553403.632851,45.0,135.0,135.0,45.0,121725679.50082615,657611181.9909635,503562948.18326074,1179919905.133117
1,25,14.28,12.96,2,18,18,0,3,93.62244897959184,3.0,4671012881.216186,-179.0,45.0,-179.0,175.0,0.0,76614204.86458169,0.0,217731484.8333925
8,97,13.855670103092784,14.11340206185567,10,20,29,3,7,90.56122448979592,31.0,1952435231.576748,45.0,19.0,45.0,175.0,156187181.70973107,339228516.0071602,264849485.63430083,177293459.54903668
9,112,13.633928571428571,13.830357142857142,15,20,28,1,8,84.6938775510204,-109.0,2422462053.5931935,45.0,31.0,-45.0,135.0,533371614.5341021,525538434.1822214,501414884.5282098,158498090.2063748
3,75,14.253333333333334,13.906666666666666,12,20,22,0,9,87.5,135.0,2354640680.307762,-109.0,-45.0,-45.0,45.0,342142583.26107126,417806545.7185136,289139583.7522249,1204657024.7071142
6,93,13.655913978494624,14.03225806451613,14,20,24,1,12,87.5,-135.0,7930969200.000001,45.0,45.0,135.0,45.0,116764054.86850986,1285342036.4479105,486998878.8965487,695804354.4423083
9,71,14.028169014084508,13.816901408450704,10,20,28,0,8,90.56122448979592,19.0,3127957874.9955087,-135.0,45.0,135.0,45.0,740290081.997164,198046197.9790498,255482134.05945092,634891911.3695734
8,99,13.646464646464647,14.242424242424242,11,20,27,1,6,89.03061224489795,25.0,1910927183.5875497,5.0,45.0,161.0,161.0,68819448.11447608,227764455.66589084,531901378.97559744,128712029.57723401
5,101,14.168316831683168,13.465346534653465,19,18,18,0,7,84.43877551020408,-81.0,3228253458.3339214,-45.0,81.0,135.0,45.0,99591297.83362469,697168329.6437857,118142514.76433699,131988541.85440826
3,97,13.88659793814433,13.845360824742269,12,20,24,0,7,88.01020408163265,-101.0,1869891717.2909036,-71.0,5.0,-45.0,135.0,488567813.4698533,75199786.58275676,702527759.0345678,417375475.55210817
6,100,13.6,14.28,11,20,29,2,12,89.28571428571429,19.0,4984060056.633485,19.0,45.0,135.0,45.0,111033885.29043777,455400907.8013953,451108007.2395708,945914943.1965464
9,46,13.695652173913043,14.282608695652174,10,20,27,1,7,91.83673469387756,-161.0,2264270597.9346433,45.0,45.0,-135.0,45.0,174746406.52267984,393375862.7534432,403613643.0068134,243365298.99113935
8,132,14.727272727272727,14.303030303030303,17,20,32,1,13,86.22448979591837,-135.0,4606371000.000001,-135.0,45.0,135.0,-161.0,691201713.2376851,587665049.973542,484282389.39721155,349171108.1804513
1,34,13.852941176470589,14.823529411764707,4,19,19,0,6,96.93877551020408,5.0,3843928112.7972765,5.0,45.0,175.0,45.0,44426394.13228166,199564020.43539515,108902208.98032503,232667234.26985273
4,79,14.063291139240507,13.848101265822784,11,20,27,0,8,91.58163265306123,19.0,3243591764.2498817,19.0,19.0,135.0,45.0,413772136.010852,471976837.5710089,76709507.4951313,80912796.13692515
2,65,13.507692307692308,14.861538461538462,13,20,37,1,8,85.96938775510205,135.0,1779380924.027782,-135.0,9.0,135.0,135.0,443279322.5910857,224533627.69271788,422039458.05498505,194214945.23008645
9,76,14.18421052631579,14.25,10,20,27,0,10,89.79591836734694,45.0,3841677000.000001,-135.0,45.0,135.0,161.0,699888727.3160172,66169823.19458852,337289998.27959716,763283158.4119368
6,55,13.836363636363636,14.018181818181818,14,20,33,0,8,90.05102040816327,19.0,1815181424.867597,-161.0,45.0,-45.0,135.0,473262003.84236753,195546597.78706187,525534946.1047705,322744249.9969427
1,49,14.36734693877551,13.326530612244898,4,20,20,0,5,93.11224489795919,11.0,2575272598.9021096,-45.0,135.0,175.0,175.0,6830895.116371616,305310003.73584485,217731484.83339247,177293459.54903668
3,63,13.793650793650794,14.11111111111111,16,19,21,0,8,90.05102040816327,19.0,3062559288.2372665,-71.0,45.0,-45.0,135.0,424495929.6525577,81660473.44282295,35454594.77408111,628203562.6789596
7,71,14.32394366197183,14.04225352112676,12,20,20,0,8,87.5,-135.0,3044210400.0000005,-45.0,79.0,-135.0,45.0,263371535.87279063,275621080.95595986,119349174.7804439,176887341.4025664
7,50,14.36,13.4,16,19,19,0,8,88.77551020408163,19.0,2654720657.373638,-79.0,-11.0,-179.0,-169.0,584828025.5523258,354799826.8385416,0.0,974269885.0371122
1,38,13.736842105263158,13.894736842105264,6,18,18,0,6,92.85714285714286,19.0,4395161999.9943285,-45.0,135.0,135.0,45.0,6830895.116371616,165353390.43721002,125668692.65083362,74824588.21005939
2,91,13.934065934065934,13.604395604395604,18,20,23,0,9,83.41836734693877,45.0,4187610000.0000014,-135.0,45.0,-109.0,-45.0,188206985.8875895,667652140.0379215,592848609.3211282,1241116279.825289
2,113,14.079646017699115,14.610619469026549,14,19,29,1,10,86.98979591836735,21.0,2141304241.2382464,-135.0,-11.0,-135.0,-169.0,363910121.18081117,442587958.49835116,447490851.9845747,440925569.02107406
8,50,13.98,14.18,11,20,28,0,7,89.79591836734694,135.0,1659969972.0400474,-45.0,-45.0,-45.0,45.0,243320072.91593683,191513089.92129785,281861978.46918595,241669222.24835148
3,86,13.906976744186046,13.5,14,20,22,0,9,88.26530612244898,45.0,2796595200.000001,175.0,-45.0,-45.0,45.0,52020000.0,262387248.00682375,376591557.2090233,1078245016.2149622
4,79,13.79746835443038,13.886075949367088,18,20,26,0,8,84.43877551020408,-19.0,5807026129.009345,135.0,45.0,-179.0,135.0,736908133.834481,59772952.79159315,0.0,2056243989.4133492
5,79,13.544303797468354,13.873417721518987,16,20,20,0,11,85.45918367346938,-135.0,3852601200.0,45.0,79.0,-45.0,45.0,912690900.0000001,720474875.7572888,348361761.3701725,590066327.0849613
1,29,13.862068965517242,14.655172413793103,4,19,19,0,6,94.64285714285714,-3.0,3677368674.084885,5.0,45.0,-179.0,45.0,96683610.62868538,67244244.49673189,0.0,176160484.98338726
9,105,13.847619047619048,13.6,14,20,29,1,10,84.94897959183673,61.0,4326314054.540608,45.0,81.0,-45.0,-161.0,496753252.7133327,267336200.25451428,220314614.79667008,317460079.685933
7,124,13.951612903225806,13.830645161290322,17,20,22,0,6,80.10204081632652,9.0,2135794708.608357,-45.0,-11.0,-179.0,19.0,635028058.8759593,245453035.08496866,0.0,479572161.2948806
6,130,14.169230769230769,13.946153846153846,16,20,25,1,9,81.63265306122449,-135.0,4060160999.9999995,45.0,45.0,-71.0,45.0,64373002.20890492,932097370.4180248,359704386.23236585,453763921.3754231
5,40,14.15,14.775,14,19,16,0,4,91.83673469387756,61.0,2081829187.5019255,-45.0,79.0,-109.0,45.0,63926807.499476634,343619488.84724194,376915917.15205055,491602075.6035703
9,102,14.196078431372548,13.872549019607844,20,14,23,0,7,89.79591836734694,95.0,1693213953.8041422,45.0,9.0,-45.0,-135.0,348897335.34683114,107452398.67424287,666971115.1525805,375441529.6630196
8,111,13.495495495495495,14.36036036036036,12,20,32,2,14,87.5,45.0,5170788000.0,-45.0,109.0,45.0,135.0,505249641.3333149,418713460.7442864,549285299.689482,674511188.5615474
1,41,13.75609756097561,13.390243902439025,4,20,20,0,7,92.09183673469387,-175.0,5034370655.709034,-179.0,5.0,135.0,45.0,0.0,192326695.29765815,92567667.52995332,83433793.345332
7,89,14.382022471910112,14.123595505617978,16,20,23,0,11,88.5204081632653,85.0,3095879469.09514,-45.0,19.0,-45.0,135.0,665408316.2711658,277938958.1993431,228889173.97483283,452114432.3950308
1,47,13.680851063829786,14.127659574468085,4,20,20,0,5,92.09183673469387,-175.0,3052024769.3684826,-45.0,5.0,175.0,135.0,6830895.116371616,192326695.29765815,141017034.26468083,63452089.39092157
7,30,14.533333333333333,14.666666666666666,9,20,21,0,4,93.36734693877551,19.0,2226312508.570728,-109.0,135.0,-135.0,45.0,75764152.36882165,208651089.51353535,100247457.65503298,217986342.63904366
1,32,14.375,13.375,2,20,20,0,4,91.83673469387756,3.0,6125938135.649875,-179.0,5.0,-179.0,175.0,0.0,154423435.06458285,0.0,217731484.83339247
0,113,13.699115044247788,13.70796460176991,20,20,35,0,14,76.27551020408163,-135.0,4970511000.0,-135.0,-45.0,-135.0,-135.0,860671103.9391541,884317229.383795,483601388.1996173,1326359154.165626
2,106,13.59433962264151,13.962264150943396,10,20,27,1,7,88.26530612244898,-3.0,2669422800.4193015,-135.0,9.0,-45.0,45.0,378135247.5001998,381286238.5168622,326611414.2233563,235263003.98210743
8,65,14.03076923076923,13.723076923076922,14,20,35,1,8,90.56122448979592,135.0,2473551267.34043,-135.0,45.0,135.0,135.0,264979489.8540759,457421434.5874227,255349486.92991498,456602782.3121386
9,75,14.146666666666667,13.506666666666666,12,20,29,1,10,89.54081632653062,-135.0,3706945200.0000005,-135.0,109.0,-45.0,161.0,953007654.7337302,273133756.22795606,357462893.0624144,490417513.31766623
5,112,13.848214285714286,13.491071428571429,18,20,24,0,10,83.6734693877551,-45.0,3052354405.7775064,-79.0,99.0,-45.0,135.0,309241229.6767718,371777956.81949973,114292982.64994426,1239101068.2076228
5,80,13.7,13.7625,15,20,24,0,10,87.24489795918367,-135.0,6113910600.0,-135.0,79.0,-71.0,45.0,901502211.7110567,536207809.4367595,349823942.88116443,887357518.4528283
5,72,13.972222222222221,14.472222222222221,16,20,24,0,12,86.22448979591837,85.0,2692493454.6693697,-135.0,79.0,-45.0,135.0,574367480.8861306,298665484.5803027,311808301.07494456,419673910.3678429
8,98,13.60204081632653,14.377551020408163,16,20,28,0,9,86.73469387755102,61.0,3721787854.0216193,-135.0,45.0,-71.0,45.0,905917192.0172069,970533367.1785084,228258021.4362807,247275608.83271262
4,75,14.066666666666666,14.68,20,19,30,1,11,86.98979591836735,-135.0,4741102800.000001,-135.0,9.0,-45.0,161.0,359433774.7021835,316872442.1952146,546281469.5501682,919726767.7504766
1,43,14.069767441860465,14.116279069767442,5,20,20,0,6,91.58163265306123,19.0,2764750930.5350127,-179.0,135.0,175.0,45.0,0.0,296138491.5103295,112800599.65324841,55978061.40237997
6,118,13.516949152542374,14.288135593220339,15,20,28,1,9,83.6734693877551,-109.0,3526110888.9450893,-135.0,45.0,-71.0,45.0,147490884.72781476,264476681.06649294,576049027.7979401,641214780.6230417
2,130,14.36923076923077,14.623076923076923,14,20,26,0,12,80.61224489795919,-135.0,3018720600.0,-135.0,135.0,-101.0,67.0,268154627.38695788,787242324.7911427,378540069.6322759,297376117.6432072
0,80,14.175,14.3,14,20,35,1,12,87.24489795918367,25.0,3650984992.298874,-135.0,135.0,135.0,45.0,601046281.1600161,500130117.8507072,702747657.0833334,872957205.8270025
0,87,14.482758620689655,13.149425287356323,14,20,30,0,10,83.41836734693877,35.0,6813774821.723688,23.0,135.0,169.0,45.0,181361580.70039454,750191198.6533403,312754392.7794331,663837446.530158
3,79,13.759493670886076,14.50632911392405,16,20,20,0,10,88.01020408163265,-135.0,2505283200.000001,-45.0,109.0,-109.0,135.0,322483765.3325447,497927108.3999512,806712481.9796876,97968998.33982791
7,61,14.032786885245901,14.540983606557377,13,20,20,0,9,86.4795918367347,45.0,9034313400.000002,-45.0,-45.0,-135.0,45.0,319403825.5043771,321954277.87784773,1437675040.095975,407446649.99999994
6,81,13.777777777777779,14.024691358024691,13,19,36,1,10,86.4795918367347,-135.0,5724280800.000001,23.0,45.0,135.0,45.0,800960319.7493114,662104068.9443505,780277179.5744675,672901296.5105824
7,41,14.048780487804878,13.878048780487806,10,20,18,0,8,92.60204081632652,-151.0,1975433246.10722,-45.0,101.0,-135.0,45.0,512859482.20370203,284727042.45314646,179256829.49409574,517353307.0511165
6,62,13.919354838709678,13.693548387096774,10,20,25,1,10,90.81632653061224,-135.0,2578111200.0000005,-161.0,45.0,135.0,45.0,363131634.1361056,232160700.49645308,387073211.142747,796707229.8112968
5,79,13.772151898734178,13.886075949367088,20,18,20,0,9,86.98979591836735,99.0,2540611256.7090306,45.0,79.0,-71.0,135.0,211102609.91931272,764598213.3836288,669958233.1426014,267317206.82395157
6,117,13.854700854700855,13.658119658119658,16,20,29,1,10,80.86734693877551,29.0,3215102340.9185576,23.0,45.0,135.0,-135.0,855149219.4750648,340324041.39739126,238152428.1099156,546276642.8094494
8,80,13.75,14.125,11,20,32,0,11,90.81632653061224,37.0,3350948667.8326573,-135.0,45.0,-45.0,45.0,489640471.9145787,682076971.4880847,544614603.5013949,339061260.90177286
8,65,13.523076923076923,13.738461538461538,10,19,34,2,12,93.62244897959184,135.0,2729319420.5034122,-135.0,45.0,135.0,135.0,282058565.8514478,271009258.88608694,331933178.25765014,453272780.89353776
2,95,14.326315789473684,13.557894736842105,13,20,31,1,11,81.88775510204081,-135.0,3972767400.000001,-135.0,9.0,-135.0,135.0,950703309.7022285,694157385.0352931,584373663.2443998,321401456.7909304
4,50,13.78,14.12,13,19,26,1,4,89.79591836734694,-3.0,4038646727.769913,45.0,9.0,-71.0,161.0,327677534.5986261,253057796.00040624,84700890.60354081,520636245.9541022
9,57,14.0,13.543859649122806,10,20,27,0,10,88.01020408163265,-109.0,1979811186.7190423,-135.0,45.0,135.0,-169.0,488117228.6754737,326579230.2032596,44668288.71053913,511024612.4271665
4,39,14.179487179487179,14.743589743589743,10,19,21,0,5,92.09183673469387,19.0,1915003696.864924,19.0,45.0,135.0,-161.0,120838347.54745898,73424690.97255746,244064854.96100542,429094151.07898986
8,74,14.054054054054054,14.391891891891891,16,20,31,1,14,84.6938775510204,57.0,3210372005.503567,-135.0,67.0,-71.0,45.0,140213397.98849058,516800960.7281883,628850443.8972318,183576015.17984307
5,114,14.37719298245614,14.342105263157896,12,20,24,0,4,84.6938775510204,171.0,984465143.11597,-71.0,45.0,-169.0,45.0,33539744.95923894,135868803.91223767,162277024.10829893,450790323.2855762
9,64,14.34375,14.109375,12,20,26,0,11,89.79591836734694,19.0,2498903500.1433897,45.0,81.0,-45.0,45.0,413559000.0000001,324894161.524921,320540874.7820484,594607724.3901544
1,32,13.5,14.0625,2,19,19,0,5,98.46938775510205,3.0,5397939771.359867,5.0,5.0,175.0,175.0,91101714.59843226,192326695.29765815,217731484.83339247,108902208.98032504
0,111,13.585585585585585,13.99099099099099,18,18,30,0,14,78.31632653061224,-135.0,7006053600.000003,45.0,79.0,161.0,45.0,519405586.51158684,937195111.0786964,698592222.9121401,385208100.00000006
1,45,14.28888888888889,14.555555555555555,3,20,20,0,5,92.09183673469387,3.0,4535643664.229893,-179.0,45.0,175.0,175.0,0.0,251242363.02413422,112800599.65324841,177293459.54903668
4,54,14.481481481481481,13.444444444444445,8,20,27,0,8,91.3265306122449,19.0,4412405078.274567,19.0,19.0,175.0,45.0,249701120.01067755,544247023.6839975,71547880.68998155,129441001.67207472
5,50,13.54,13.34,12,20,21,0,7,91.3265306122449,-109.0,1803240172.7884927,-135.0,71.0,-45.0,45.0,418330592.12184143,221028933.44934464,218525432.97159913,366768139.8942721
6,78,13.974358974358974,13.987179487179487,11,19,34,1,13,88.77551020408163,29.0,4551453843.308071,-135.0,45.0,-45.0,45.0,328997421.06951416,579524701.781394,444550016.68511546,496629848.59077305
9,116,14.137931034482758,13.724137931034482,18,19,29,1,12,83.6734693877551,-45.0,4384016843.609504,19.0,-11.0,-45.0,79.0,386324609.9228488,441368211.17562735,555549693.7992406,410824196.8535296
7,41,14.536585365853659,14.292682926829269,8,19,19,0,7,91.07142857142857,29.0,2919655739.368456,-45.0,-45.0,-135.0,45.0,157371486.38747495,237475101.6392508,379206141.7122642,375686572.9686137
8,72,14.36111111111111,13.98611111111111,11,20,35,1,11,88.77551020408163,135.0,3868852289.2779994,45.0,45.0,175.0,135.0,311583377.0007332,537015859.7993007,128632305.97433737,281867069.49391526
1,23,14.304347826086957,13.73913043478261,3,20,20,0,2,94.64285714285714,11.0,2948320500.871752,-179.0,175.0,-45.0,45.0,0.0,193122047.1945448,56059334.36486045,109948837.44115008
1,20,14.05,13.8,8,19,19,0,1,94.89795918367348,25.0,2687646544.565108,-179.0,45.0,-161.0,135.0,0.0,227605562.35295874,169232530.85314938,6830895.116371614
