dark_pixel_count,avg_x,avg_y,bbox_width,bbox_height,intersection_count,loop_count,corner_count,symmetry_metric,writing_angle_global,writing_angle_tl,writing_angle_tr,writing_angle_bl,writing_angle_br,writing_magnitude_global,writing_magnitude_tl,writing_magnitude_tr,writing_magnitude_bl,writing_magnitude_br,label
684,13.421052631578947,13.450292397660819,28,28,20,0,9,0.1836734693877551,-175.0,-109.0,9.0,-79.0,45.0,193.60841433617088,179.16240274693902,211.0908131015898,214.79484104293596,169.3856004532188,1
652,13.31441717791411,13.328220858895705,28,28,33,0,20,0.17857142857142858,87.0,7.0,7.0,-79.0,-45.0,273.3702491641716,317.8689659159962,266.24636534196526,201.3381973369184,308.0274680618066,4
603,13.311774461028193,13.429519071310116,28,28,23,0,12,0.17091836734693877,87.0,71.0,7.0,-79.0,19.0,237.79643523400668,294.6355199162585,214.0448141972825,238.11872904485597,204.3866777776298,2
653,13.460949464012252,13.457886676875956,28,28,23,0,17,0.13010204081632654,-3.0,-135.0,81.0,-79.0,169.0,253.2153217773733,192.1023140126018,267.1150580616862,308.53456590382444,245.1093491313807,5
623,13.398073836276083,13.378812199036918,28,28,26,0,20,0.18112244897959184,87.0,-101.0,161.0,-79.0,171.0,256.70708978546315,284.6745762316693,222.01167146441423,289.73502550487393,230.40708594089512,3
636,13.394654088050315,13.35062893081761,28,28,16,0,10,0.22959183673469388,87.0,45.0,135.0,135.0,79.0,227.54574050788588,206.63675831459017,189.57056601224517,264.2522789245078,249.72335878020047,3
648,13.300925925925926,13.433641975308642,28,28,27,0,16,0.12244897959183673,-3.0,19.0,19.0,135.0,45.0,241.30867102134468,256.4453765191962,248.221038317717,270.36634226463445,190.20192698383107,4
666,13.361861861861861,13.277777777777779,28,28,28,0,25,0.1683673469387755,169.0,67.0,81.0,-101.0,45.0,281.15488467027507,302.4635621231103,300.98365761801574,279.47049459901615,241.70182434095804,3
672,13.431547619047619,13.498511904761905,28,28,17,1,11,0.20918367346938777,87.0,-45.0,79.0,-71.0,169.0,270.30362882667356,261.3295484282089,290.3180134183622,325.20446221154214,204.362491248581,5
676,13.440828402366863,13.378698224852071,28,28,21,0,19,0.1836734693877551,-177.0,-79.0,45.0,135.0,45.0,241.04175357181535,280.6863302989349,306.7365222467495,190.90584754256344,185.83831419901367,7
632,13.39873417721519,13.416139240506329,28,28,30,0,22,0.1836734693877551,3.0,9.0,135.0,161.0,79.0,260.440412491615,231.83458004505556,267.02617597216795,258.5589087670532,284.34198518218346,6
672,13.447916666666666,13.498511904761905,28,28,20,0,13,0.1989795918367347,85.0,-99.0,83.0,135.0,45.0,234.0953018679162,216.4798160814438,287.41238538076715,244.63163890760188,187.85736710185196,5
665,13.347368421052632,13.33984962406015,28,28,23,0,15,0.14030612244897958,87.0,-81.0,81.0,135.0,45.0,220.01007754360813,240.45119566231065,228.56716523474645,224.0655173459812,186.95643193139423,7
713,13.483870967741936,13.424964936886395,28,28,20,0,3,0.02806122448979592,3.0,-135.0,9.0,135.0,169.0,164.3687069389433,169.9708551378836,155.06253079865678,171.42480254226942,161.0166392769633,1
633,13.338072669826225,13.333333333333334,28,28,28,0,25,0.10459183673469388,3.0,9.0,9.0,169.0,45.0,212.98200144109177,209.1685063149468,249.03958740768044,190.15582069690996,203.56409134482988,8
634,13.438485804416404,13.512618296529968,28,28,27,0,19,0.17857142857142858,3.0,-135.0,97.0,135.0,169.0,229.81194227021464,266.525766034185,233.4071933235089,226.33574706915385,192.97906265401073,9
670,13.435820895522388,13.43731343283582,28,28,25,0,16,0.11224489795918367,3.0,-135.0,7.0,135.0,45.0,220.83221150557424,227.49919113212349,239.70922473834509,238.57674697026357,177.5436831815646,9
653,13.451761102603369,13.373660030627871,28,28,26,0,19,0.15051020408163265,3.0,-135.0,9.0,-79.0,169.0,262.84322503571497,257.7363223342533,210.1034545078012,353.12603735991013,230.40708594089512,3
631,13.489698890649763,13.315372424722662,28,28,31,0,24,0.2729591836734694,-93.0,19.0,7.0,-79.0,71.0,244.2525975239312,203.31870367500684,281.2151560038142,264.6858453280363,227.7906850888676,0
610,13.20655737704918,13.408196721311475,28,28,22,0,13,0.17857142857142858,3.0,71.0,19.0,169.0,71.0,231.30285976492064,277.94547442232846,219.1763362427891,220.70284323432136,207.3867851602436,2
691,13.377713458755427,13.40520984081042,28,28,21,1,9,0.20153061224489796,-169.0,45.0,81.0,135.0,-169.0,207.64554135858702,180.26516982829065,234.90724701481582,234.74729215299567,180.6624564382459,1
608,13.404605263157896,13.320723684210526,28,28,40,0,27,0.17346938775510204,3.0,11.0,-7.0,-45.0,-135.0,266.9621310654637,296.48753388693154,304.8806815922359,242.9927701560151,223.48753862667232,0
634,13.501577287066246,13.3801261829653,28,28,24,0,22,0.2193877551020408,87.0,-101.0,171.0,-79.0,-171.0,253.24461654217905,273.6358319511092,253.4009334213212,240.81524920620126,245.12645159008449,2
641,13.458658346333854,13.422776911076443,28,28,33,0,20,0.18112244897959184,3.0,9.0,135.0,171.0,81.0,235.99109424304882,244.52910364089524,215.50858809501614,216.2948947342428,267.63179050204104,0
636,13.465408805031446,13.471698113207546,28,28,25,0,23,0.27040816326530615,87.0,-109.0,7.0,-79.0,169.0,254.84298255026565,293.4398334025521,239.2426359277479,280.05270255617245,206.63675831459017,3
669,13.324364723467863,13.33034379671151,28,28,28,0,17,0.1760204081632653,71.0,-109.0,67.0,-71.0,-109.0,265.0572207681851,185.5024845270084,313.0304977398978,254.27768206273018,307.41821874310386,4
655,13.340458015267176,13.445801526717558,28,28,29,0,20,0.14540816326530612,75.0,19.0,9.0,-45.0,-161.0,266.3338596582165,221.11073629395648,368.22429224051734,273.8078800774538,202.1925300209384,4
646,13.258513931888546,13.306501547987617,28,28,24,0,20,0.17346938775510204,87.0,-109.0,135.0,-79.0,81.0,283.38795869603706,288.4488969889853,249.47745614687577,331.7438253745134,263.88165627377384,3
696,13.48419540229885,13.438218390804598,28,28,16,0,9,0.17346938775510204,87.0,45.0,81.0,-79.0,135.0,231.97108549732874,203.80524977680554,250.04482841650477,282.2105705192906,191.82369327671407,5
652,13.299079754601227,13.345092024539877,28,28,33,0,15,0.1836734693877551,3.0,19.0,9.0,169.0,-101.0,241.00508380007616,198.2655303671581,274.30770195411577,239.36130180181544,252.08580107721534,6
623,13.304975922953451,13.293739967897272,28,28,26,0,22,0.14540816326530612,3.0,19.0,67.0,171.0,79.0,256.39008092499887,201.37221035931503,319.23599369753464,234.8490474633703,270.10307217977567,6
642,13.459501557632398,13.514018691588785,28,28,29,0,14,0.1326530612244898,3.0,7.0,19.0,-45.0,45.0,243.12908061920533,280.7808096439536,255.62909420040933,240.7465163028953,195.35990232956303,4
675,13.432592592592593,13.536296296296296,28,28,22,0,15,0.14030612244897958,87.0,-79.0,9.0,135.0,45.0,232.39766687208976,292.12795844495065,260.7628830170925,192.28723535980276,184.41259066651318,7
650,13.432307692307692,13.453846153846154,28,28,21,0,6,0.09693877551020408,3.0,9.0,135.0,169.0,169.0,202.5853647475159,185.05831167380006,220.6360727976863,197.31848890977926,207.3285856087981,6
630,13.32857142857143,13.314285714285715,28,28,32,0,22,0.2193877551020408,-177.0,9.0,81.0,161.0,45.0,253.8752158318878,225.2521573226717,314.8383678903206,291.23507919618083,184.17525891837806,8
710,13.485915492957746,13.487323943661972,28,28,20,0,7,0.0663265306122449,3.0,-135.0,9.0,-45.0,169.0,172.2753553652038,163.26671981392366,169.3394941662977,173.79354895329732,182.7016585272966,1
672,13.410714285714286,13.50297619047619,28,28,24,0,24,0.14285714285714285,65.0,-135.0,79.0,45.0,45.0,247.55963917390307,236.28863483205512,303.3103350849591,256.5688596924322,194.07072708616587,9
692,13.442196531791907,13.34393063583815,28,28,25,0,13,0.15306122448979592,3.0,-81.0,7.0,-31.0,169.0,198.5191783297446,218.4988689842821,208.09070571897598,207.99473955911267,159.49239905660758,9
649,13.297380585516178,13.33744221879815,28,28,25,0,21,0.2576530612244898,79.0,45.0,81.0,-81.0,-135.0,240.94172290219842,182.16251012955286,256.2483619074708,295.6188411672105,229.73717840455942,0
622,13.463022508038586,13.480707395498392,28,28,31,0,19,0.14795918367346939,5.0,19.0,19.0,169.0,-169.0,250.41935591366007,270.4890454815385,258.6533881120719,258.68140132496137,213.85358873606845,4
683,13.363103953147878,13.430453879941435,28,28,20,0,11,0.2066326530612245,19.0,23.0,161.0,-79.0,-169.0,203.50677707921434,170.2542931729398,224.4990837495097,238.61127495616194,180.6624564382459,1
705,13.480851063829787,13.439716312056738,28,28,22,0,13,0.07908163265306123,3.0,-135.0,7.0,-45.0,45.0,202.76682482666706,180.54379056417835,204.1735325585435,196.1099291752165,230.2400470087299,6
638,13.377742946708464,13.344827586206897,28,28,22,0,19,0.23469387755102042,87.0,-101.0,11.0,-79.0,-71.0,254.2346747221403,272.9311314360449,264.6777894063484,219.29500211685664,260.0347759293113,2
607,13.28500823723229,13.329489291598023,28,28,37,0,27,0.288265306122449,87.0,-135.0,11.0,-81.0,-171.0,257.4840027463381,247.6738152343003,260.57165755587846,289.15203759138564,232.53850060378792,2
569,13.282952548330405,13.377855887521969,28,28,26,0,22,0.11989795918367346,87.0,-79.0,79.0,-59.0,45.0,288.82715841632404,319.4594616094854,286.07937062162546,321.68535561739697,228.0844458167883,3
666,13.384384384384385,13.391891891891891,28,28,37,0,23,0.24489795918367346,5.0,19.0,9.0,-45.0,169.0,229.83795248159868,216.29489473424283,251.22341247150737,202.932730373244,248.90077234740053,0
641,13.35569422776911,13.354134165366615,28,28,29,0,20,0.14030612244897958,5.0,-79.0,7.0,135.0,45.0,256.2837033045388,254.19933332507233,338.8007009341716,237.31402502709184,194.82075393181933,4
613,13.3442088091354,13.30342577487765,28,28,25,0,20,0.13520408163265307,3.0,7.0,9.0,45.0,161.0,233.21105461562098,221.4989763668959,230.4070859408951,244.64952132263767,236.28863483205518,8
694,13.423631123919309,13.387608069164266,28,28,18,0,15,0.15306122448979592,87.0,45.0,71.0,-79.0,45.0,226.97284546195866,199.68605281046837,236.5881847104872,272.40958169652157,199.20756263035753,5
665,13.461654135338346,13.338345864661655,28,28,20,0,17,0.15051020408163265,3.0,-81.0,81.0,-71.0,169.0,271.93807963925036,241.15511622104302,308.6872448002887,313.18967264538594,224.72028489028392,5
652,13.299079754601227,13.340490797546012,28,28,27,0,18,0.15306122448979592,3.0,-135.0,9.0,169.0,71.0,255.38168785916807,187.1534465431196,295.59465463816167,251.83058691404443,286.9480633413464,6
597,13.350083752093802,13.209380234505863,28,28,23,0,15,0.21173469387755103,-177.0,-109.0,71.0,-79.0,67.0,232.86848801460647,183.66256382085973,269.25355679492407,224.33431158852105,254.22351985412118,6
678,13.374631268436579,13.361356932153392,28,28,23,0,17,0.14795918367346939,87.0,-79.0,7.0,135.0,45.0,219.5163982467138,252.69927963376549,226.53828583856034,218.28423695035124,180.54379056417835,7
676,13.501479289940828,13.501479289940828,28,28,21,0,14,0.15816326530612246,87.0,-81.0,81.0,135.0,45.0,208.38509425097578,184.75068710969504,234.08692735319246,220.02259424113615,194.68016829987948,7
636,13.45440251572327,13.36320754716981,28,28,30,0,22,0.2193877551020408,87.0,9.0,81.0,9.0,45.0,230.62110706381884,204.3866777776298,323.1151164927339,225.71569940576043,169.26693457915124,8
619,13.45718901453958,13.30210016155089,28,28,24,0,17,0.20153061224489796,87.0,67.0,83.0,135.0,79.0,273.0570732754683,304.5972435571797,254.85488082570708,236.31282136110397,296.46334735788275,2
683,13.420204978038067,13.379209370424597,28,28,27,0,21,0.11479591836734694,3.0,9.0,79.0,135.0,45.0,231.69229433473328,221.4989763668959,253.98618810598603,246.17376154299342,205.1102513230579,9
692,13.38728323699422,13.420520231213873,28,28,21,0,13,0.1683673469387755,-177.0,109.0,9.0,-71.0,81.0,227.93284719523703,259.0474173355227,185.82043178397794,193.9785145123237,272.88502514912375,2
682,13.403225806451612,13.419354838709678,28,28,25,0,18,0.12244897959183673,87.0,19.0,9.0,135.0,45.0,228.11374058159404,213.34089363855014,244.40061127347983,259.8927034825269,194.82075393181933,7
654,13.30428134556575,13.388379204892967,28,28,24,0,23,0.16326530612244897,3.0,-135.0,135.0,169.0,83.0,239.84106415185002,206.27270477069956,270.82969245271227,201.04670338017422,281.2151560038141,6
695,13.444604316546762,13.493525179856116,28,28,28,0,20,0.11479591836734694,9.0,-135.0,9.0,135.0,45.0,230.02306881788266,207.19782647020617,297.1188948585174,235.21967011410425,180.55588382870278,4
676,13.476331360946746,13.36094674556213,28,28,30,1,13,0.1683673469387755,3.0,-71.0,9.0,-45.0,23.0,231.81228858347214,308.65804907706047,246.55621246542145,187.20181960121727,184.83307319018934,4
672,13.354166666666666,13.446428571428571,28,28,21,0,18,0.14285714285714285,87.0,-79.0,79.0,135.0,45.0,224.1694863168571,222.10615080943293,262.2629367083994,220.4882112003905,191.82064654920552,7
653,13.32312404287902,13.316998468606432,28,28,26,0,20,0.18622448979591838,3.0,9.0,-81.0,169.0,169.0,239.2547291922723,212.4722009188291,281.601129305577,201.76045043225446,261.1851361124286,6
680,13.472058823529412,13.411764705882353,28,28,22,0,14,0.1326530612244898,87.0,-81.0,83.0,135.0,45.0,215.5660973497147,250.96189419432343,228.90703224958818,205.50732727401717,176.88813568092988,7
723,13.420470262793915,13.481327800829876,28,28,20,0,3,0.08928571428571429,3.0,-135.0,9.0,135.0,45.0,162.73386614820046,165.63546622495156,160.26661243130988,161.0166392769633,164.0167466595771,1
645,13.311627906976744,13.28062015503876,28,28,25,0,16,0.22704081632653061,11.0,67.0,7.0,109.0,169.0,267.2670466614035,280.7566231149048,270.0650218145425,303.40559438630976,214.84094732985702,3
715,13.472727272727273,13.40979020979021,28,28,27,0,17,0.07908163265306123,9.0,9.0,19.0,-45.0,45.0,229.74233975099168,240.27433023679757,269.0373648483292,235.81800867862145,173.8396552402184,4
679,13.46539027982327,13.468335787923417,28,28,28,0,23,0.125,3.0,-135.0,79.0,-135.0,45.0,239.1450045257226,226.6304984124025,298.87642948417175,232.5281591469384,198.54493105937783,9
690,13.434782608695652,13.402898550724638,28,28,23,0,19,0.15306122448979592,11.0,19.0,9.0,135.0,-101.0,219.5528730293701,215.28334961140547,193.33083103836603,194.6098754839096,274.9874359837993,2
645,13.294573643410853,13.444961240310077,28,28,30,0,22,0.16071428571428573,-175.0,9.0,79.0,169.0,-169.0,223.6303910297887,212.5908667928967,274.1711536650124,222.43392455975032,185.32561910149533,8
708,13.379943502824858,13.471751412429379,28,28,24,0,16,0.14795918367346939,175.0,45.0,7.0,169.0,81.0,211.82672801130056,210.71062895033828,185.82043178397794,193.1098217926027,257.6660295182834,2
658,13.483282674772036,13.490881458966566,28,28,31,0,21,0.1989795918367347,3.0,-45.0,9.0,161.0,-161.0,240.5438513249941,233.43215980888974,283.03089018091396,275.69539388536816,170.0169614248047,8
689,13.380261248185777,13.461538461538462,28,28,22,0,20,0.13010204081632654,87.0,-161.0,-19.0,-79.0,-135.0,234.69007383488557,196.97862189493745,225.24911059516316,274.1711536650124,242.36140918442922,0
653,13.361408882082696,13.321592649310873,28,28,24,0,18,0.19642857142857142,11.0,-79.0,83.0,-59.0,9.0,268.2614085584144,284.5551304012697,272.03973900211963,322.4261440310236,194.0246207992448,3
698,13.468481375358166,13.441260744985673,28,28,35,0,30,0.14795918367346939,169.0,-101.0,79.0,45.0,169.0,253.59601012875112,255.72357354542802,274.8025146365983,269.1114843481397,214.7464679848383,8
693,13.477633477633479,13.398268398268398,28,28,20,0,11,0.14540816326530612,-177.0,-109.0,9.0,-79.0,45.0,187.43713267793416,179.16240274693902,188.77443287967063,216.29489473424283,165.516800350884,1
682,13.485337243401759,13.488269794721408,28,28,22,0,10,0.11734693877551021,5.0,45.0,9.0,-45.0,169.0,250.60686262507338,264.91186376797896,243.88161206194846,293.3735779294187,200.26039674094756,3
711,13.490857946554149,13.483825597749648,28,28,15,0,11,0.14030612244897958,87.0,-71.0,81.0,-79.0,45.0,231.60079033209294,220.8925818806908,218.84452514963525,285.3996365919419,201.26641770610388,5
608,13.233552631578947,13.513157894736842,28,28,34,0,22,0.17857142857142858,5.0,19.0,135.0,161.0,169.0,225.207917554916,226.74916428647003,226.74916428647003,207.3867851602436,239.94655648648026,0
623,13.325842696629213,13.434991974317818,28,28,36,0,28,0.21173469387755103,3.0,-101.0,83.0,161.0,45.0,254.36139651789577,231.90713963220202,332.654587038319,246.93717657300496,205.9466828280571,8
678,13.47787610619469,13.386430678466077,28,28,26,0,20,0.07653061224489796,3.0,-71.0,79.0,-81.0,169.0,269.58364015324815,277.19544757667506,278.91169321457676,276.2322755119353,245.99514430980548,5
627,13.231259968102073,13.497607655502392,28,28,22,0,19,0.18112244897959184,-3.0,-101.0,9.0,-79.0,81.0,242.3956703065842,265.33333690698305,227.45308484520243,222.13033733848178,254.6659221356696,2
656,13.31859756097561,13.455792682926829,28,28,27,0,17,0.10204081632653061,-93.0,-79.0,31.0,-45.0,135.0,241.83902008997816,235.87346580706412,275.5986477691728,228.55585192655403,227.32811485712182,8
655,13.322137404580152,13.267175572519085,28,28,20,0,12,0.1760204081632653,87.0,-79.0,81.0,-135.0,23.0,211.14699398161704,210.53780086766173,251.51490642825146,184.42064658820112,198.1146220423538,7
624,13.344551282051283,13.253205128205128,28,28,29,0,25,0.10714285714285714,87.0,-45.0,79.0,7.0,45.0,256.01015425549826,264.53720377440857,272.03973900211963,263.08325637002275,224.38041787544216,8
668,13.350299401197605,13.369760479041917,28,28,28,3,21,0.15816326530612246,85.0,19.0,9.0,-79.0,81.0,286.51430194873495,212.64906634434217,385.04086763519194,225.83436527982798,322.5329085355777,6
688,13.454941860465116,13.454941860465116,28,28,24,0,16,0.14795918367346939,87.0,-79.0,79.0,135.0,45.0,229.38585620311753,247.2820527820261,262.2629367083994,225.86011172154076,182.138323600504,7
708,13.497175141242938,13.42231638418079,28,28,20,0,11,0.11224489795918367,3.0,-135.0,9.0,169.0,169.0,177.36278979520756,171.64777425470356,170.03132146050567,191.6097681012958,176.16229536432525,1
632,13.443037974683545,13.268987341772151,28,28,30,0,26,0.1836734693877551,-175.0,67.0,81.0,135.0,169.0,250.43125418910145,255.83820207665912,253.77708022973627,262.50104841286645,229.60868603714403,8
631,13.400950871632329,13.3486529318542,28,28,24,0,19,0.22193877551020408,87.0,19.0,79.0,-71.0,169.0,266.919195110004,205.98907484063247,310.0175171364276,332.539958507088,219.130229955868,5
633,13.24170616113744,13.344391785150078,28,28,25,0,15,0.19642857142857142,3.0,-71.0,99.0,-45.0,169.0,234.3848579203648,265.26304409101317,225.9991374408166,227.38435194189648,218.89289820773288,9
626,13.277955271565496,13.386581469648561,28,28,20,0,13,0.14795918367346939,87.0,-101.0,169.0,-79.0,81.0,245.87284045305992,296.116204377685,217.0698880652771,223.70295061693517,246.60231875234254,2
675,13.460740740740741,13.371851851851853,28,28,24,0,18,0.14030612244897958,3.0,-135.0,9.0,-59.0,169.0,253.02744336224876,282.7693719037301,217.6301762645611,303.57341327480697,208.13681200589707,3
628,13.449044585987261,13.285031847133759,28,28,26,0,23,0.14285714285714285,87.0,-135.0,135.0,-81.0,83.0,237.5418488749149,209.67087871960058,256.31235060942765,217.73674887410425,266.44741729652714,6
545,13.388990825688074,13.088073394495412,28,28,25,0,17,0.16581632653061223,-3.0,45.0,9.0,-45.0,169.0,229.10512713622657,218.83646922794733,231.56727261736026,209.37033822584064,256.6464284737581,9
632,13.265822784810126,13.341772151898734,28,28,31,0,17,0.1683673469387755,-3.0,45.0,-135.0,-45.0,45.0,257.4125765447799,242.92247734004522,319.80511777483855,263.0308459690886,203.89186509514727,4
601,13.242928452579035,13.336106489184692,28,28,32,0,25,0.16071428571428573,5.0,-101.0,-71.0,-45.0,45.0,271.2936870066348,267.6317905020411,284.74408909130716,259.28552903998985,273.51333939320114,9
707,13.427157001414427,13.4002828854314,28,28,20,0,13,0.14540816326530612,-177.0,-135.0,9.0,135.0,45.0,183.35809131376126,171.7543468642467,210.29467996901525,179.73556416707942,171.64777425470356,1
637,13.403453689167975,13.452119309262166,28,28,22,0,18,0.2423469387755102,3.0,-135.0,9.0,-79.0,67.0,271.9673744040561,240.3866919968521,292.7132131296155,316.86223809232735,237.90735439742963,3
630,13.276190476190477,13.280952380952382,28,28,31,0,21,0.1326530612244898,3.0,9.0,11.0,169.0,45.0,233.16381494311162,201.76045043225446,339.54364370948,193.85984863825612,197.4913169924558,8
657,13.455098934550989,13.345509893455098,28,28,22,0,11,0.14030612244897958,3.0,9.0,-45.0,99.0,169.0,266.8857916172316,235.4925016994806,252.50805417255143,317.91103486008086,261.63157573681343,5
660,13.38030303030303,13.407575757575758,28,28,20,0,15,0.16326530612244897,87.0,-79.0,9.0,135.0,45.0,222.92779884572758,256.9862954885998,239.31519551489436,203.5890578302107,191.82064654920552,7
648,13.464506172839506,13.393518518518519,28,28,33,0,23,0.1836734693877551,87.0,-135.0,-45.0,161.0,-161.0,251.57128229736176,233.84732883388077,247.11579380619284,273.53979269342653,251.78221385594676,6
674,13.341246290801188,13.43026706231454,28,28,21,1,18,0.22959183673469388,93.0,7.0,81.0,-71.0,169.0,257.0707716256426,227.72844819458564,307.7580857579456,304.93210137784206,187.86445117219702,5
703,13.448079658605975,13.446657183499289,28,28,22,0,16,0.11479591836734694,3.0,-79.0,7.0,135.0,45.0,212.46413561514868,237.79095529453866,239.07786376675924,196.96828043808796,176.01944296120888,7
681,13.458149779735683,13.406754772393539,28,28,20,0,18,0.20153061224489796,87.0,9.0,81.0,99.0,71.0,243.7913650488492,194.24081274583963,284.4825708141232,306.1917765935053,190.2503000419287,5
699,13.413447782546495,13.546494992846924,28,28,20,0,11,0.13520408163265307,-177.0,-135.0,9.0,169.0,45.0,175.07642946467396,168.63557360756533,173.0435221076439,194.6098754839096,164.0167466595771,1
684,13.381578947368421,13.431286549707602,28,28,21,1,12,0.1989795918367347,-175.0,-135.0,169.0,-79.0,45.0,213.6793796139716,235.3020561945986,223.95816478010602,214.79484104293596,180.6624564382459,1
704,13.372159090909092,13.434659090909092,28,28,30,0,12,0.11734693877551021,3.0,9.0,9.0,-45.0,45.0,216.62064981314194,235.58698104449937,277.00648888663756,183.22644688933931,170.66268243209157,4
642,13.426791277258568,13.454828660436137,28,28,30,0,18,0.22448979591836735,19.0,19.0,-161.0,-81.0,45.0,239.6695546159259,229.67975880944593,277.4506617398459,283.899582900635,167.6482150137768,8
678,13.380530973451327,13.383480825958703,28,28,25,0,15,0.12244897959183673,3.0,9.0,9.0,135.0,169.0,220.2904166323331,205.8867314689367,225.20300430824204,241.93511874625665,208.13681200589707,8
661,13.490166414523449,13.470499243570348,28,28,26,1,23,0.13520408163265307,-95.0,-101.0,9.0,135.0,45.0,246.99279076023802,259.35504189962774,241.44661017778716,260.6498143985254,226.51969656501194,9
687,13.458515283842795,13.489082969432314,28,28,29,0,14,0.14030612244897958,-3.0,9.0,81.0,81.0,169.0,256.5736310606985,283.9487359150646,246.6265052813914,203.8286563495224,291.89062669681556,4
707,13.434229137199434,13.466760961810467,28,28,22,1,15,0.14540816326530612,-175.0,-135.0,19.0,-135.0,45.0,224.36871458908368,242.21933673764482,207.38678516024362,278.48313600522766,169.3856004532188,1
585,13.396581196581197,13.283760683760685,28,28,32,0,20,0.26785714285714285,87.0,19.0,9.0,-81.0,71.0,243.1456971522377,200.72875612320473,256.9401892016788,275.6712073563193,239.2426359277479,0
665,13.38796992481203,13.457142857142857,28,28,25,0,17,0.11989795918367346,3.0,55.0,9.0,-79.0,169.0,245.92391309733028,262.82173809283876,205.76806559486914,304.0150356000234,211.09081310158973,3
681,13.472834067547725,13.395007342143906,28,28,23,0,15,0.14540816326530612,87.0,67.0,9.0,169.0,59.0,257.1474827775858,320.59045256272236,242.31530289750816,199.06393027090917,266.6202453792037,2
666,13.306306306306306,13.454954954954955,28,28,26,0,18,0.15306122448979592,3.0,-135.0,45.0,169.0,83.0,216.5986769445944,185.4442849755629,252.86079440824957,192.4784608210168,235.6111675735482,6
684,13.381578947368421,13.421052631578947,28,28,26,0,19,0.11224489795918367,3.0,-101.0,9.0,-45.0,45.0,224.33337319201576,224.4990837495097,230.16975419276,237.6005097896566,205.06414503613678,9
663,13.479638009049774,13.413273001508296,28,28,23,0,16,0.1760204081632653,3.0,-135.0,9.0,-79.0,169.0,245.74793295764718,274.89777393794907,196.8599560208699,302.06549555682307,209.1685063149468,3
655,13.355725190839694,13.393893129770992,28,28,28,0,21,0.11479591836734694,3.0,67.0,7.0,135.0,135.0,226.45967961915167,228.73999331742297,244.30613192846113,217.55761667741461,215.2349765533078,8
664,13.50301204819277,13.335843373493976,28,28,25,0,21,0.19387755102040816,3.0,-71.0,135.0,135.0,169.0,267.2549533968791,314.4161147949845,221.4989763668959,311.0930509612218,222.01167146441426,3
683,13.452415812591507,13.453879941434847,28,28,28,0,15,0.14540816326530612,3.0,-135.0,23.0,169.0,45.0,223.13287876113344,199.87215666800813,320.0132537997454,187.14362004977173,185.5024845270084,4
619,13.424878836833603,13.505654281098545,28,28,25,0,14,0.21683673469387754,93.0,-135.0,9.0,-71.0,23.0,243.5628602862717,279.540787414986,225.71569940576043,241.05336091066835,227.9415934136719,2
681,13.397944199706314,13.387665198237885,28,28,24,0,17,0.10459183673469388,3.0,19.0,9.0,169.0,169.0,227.1111991589424,196.6145683510469,271.4383537100939,210.2221203818688,230.16975419276,6
645,13.320930232558139,13.328682170542635,28,28,22,0,13,0.18112244897959184,93.0,-135.0,169.0,-79.0,-171.0,227.93889382749921,272.06243871632387,210.10345450780125,223.70295061693517,205.88673146893672,2
637,13.351648351648352,13.478806907378337,28,28,22,0,14,0.15051020408163265,87.0,-79.0,81.0,135.0,45.0,221.3502723206003,232.53850060378792,252.48613441467913,207.05575402342174,193.32070024051242,7
643,13.387247278382581,13.51632970451011,28,28,28,0,23,0.14030612244897958,3.0,-135.0,135.0,-81.0,45.0,230.02306881788266,210.5718138900584,253.9385950042204,204.1735325585435,251.40833381870834,6
664,13.512048192771084,13.393072289156626,28,28,30,0,15,0.17346938775510204,3.0,9.0,9.0,-45.0,45.0,239.64001219728817,306.70673846220024,226.70305799954897,227.20443978887488,197.94581253852863,4
659,13.305007587253414,13.40060698027314,28,28,26,0,21,0.1556122448979592,3.0,-135.0,45.0,-79.0,171.0,228.3698931412702,191.78436675563228,266.55977905658165,210.27049343996637,244.86493331290055,6
727,13.46767537826685,13.458046767537827,28,28,20,0,13,0.13010204081632654,-177.0,-135.0,81.0,169.0,45.0,185.07531818499842,162.8462372902475,225.20300430824207,189.4057938512565,162.8462372902475,1
671,13.436661698956781,13.456035767511178,28,28,22,0,17,0.21173469387755103,85.0,19.0,81.0,99.0,169.0,240.4392973868692,205.0228560483842,274.7541415785006,298.40984067357454,183.57035124701758,5
651,13.448540706605224,13.325652841781874,28,28,26,0,13,0.15051020408163265,87.0,45.0,135.0,169.0,45.0,209.02452052624213,229.31492530922333,195.5327304122396,232.74760848003768,178.50281790346781,4
679,13.424153166421208,13.415316642120766,28,28,21,0,17,0.19642857142857142,-93.0,19.0,81.0,-71.0,161.0,246.02463406369424,202.0227486657704,292.2886932631028,306.1917765935053,183.59531773239837,5
717,13.425383542538354,13.430962343096235,28,28,20,0,1,0.07908163265306123,3.0,-135.0,135.0,135.0,169.0,162.14167954544348,158.06263818127061,158.0626381812706,161.0166392769633,171.42480254226942,1
611,13.271685761047463,13.44189852700491,28,28,24,0,18,0.24744897959183673,3.0,-71.0,7.0,-79.0,169.0,268.87500133692487,296.51958444265745,231.78847375813444,314.6534465431196,232.53850060378792,3
660,13.522727272727273,13.418181818181818,28,28,29,0,13,0.24489795918367346,-3.0,-9.0,161.0,135.0,161.0,226.77737877636284,321.61506280142703,195.4785682036306,187.83318057280314,202.18270352759055,4
